ensembl_gene_id,weight
ENSG00000116833,13.085296925073
ENSG00000127863,13.085296925073
ENSG00000125686,12.4222620655139
ENSG00000128016,12.4222620655139
ENSG00000196756,12.4222620655139
ENSG00000072364,11.8256871875123
ENSG00000196248,11.8256871875123
ENSG00000196460,11.4362670065644
ENSG00000208003,11.4061741661262
ENSG00000232940,11.3312834021692
ENSG00000231312,11.2706010074626
ENSG00000137166,11.2243555923199
ENSG00000157954,11.1988333589836
ENSG00000232258,11.1949709411717
ENSG00000104885,11.0428992576626
ENSG00000170891,11.0226670179345
ENSG00000225127,10.764864366817
ENSG00000174640,10.764864366817
ENSG00000104783,10.3918899127307
ENSG00000145107,10.3903821810153
ENSG00000005483,10.3677779781399
ENSG00000069188,10.3068037718222
ENSG00000118503,10.3016220770883
ENSG00000127804,10.3016220770883
ENSG00000196208,10.3016220770883
ENSG00000271065,10.2563219583671
ENSG00000141564,10.2157055987445
ENSG00000204632,10.2157055987445
ENSG00000187555,10.2099643593961
ENSG00000182545,10.2090871788661
ENSG00000167625,10.075303672897
ENSG00000171992,10.0407523936024
ENSG00000267240,9.95797811687945
ENSG00000145087,9.95797811687945
ENSG00000228100,9.86723101481244
ENSG00000241990,9.85554407776687
ENSG00000105270,9.85551757376009
ENSG00000160972,9.82738098382051
ENSG00000198885,9.82371704797257
ENSG00000168830,9.82371704797257
ENSG00000163960,9.81987897890617
ENSG00000103888,9.81987897890617
ENSG00000260416,9.81459116021716
ENSG00000179218,9.78631140276566
ENSG00000179627,9.77799516443718
ENSG00000145626,9.7240920461058
ENSG00000236540,9.71545551351809
ENSG00000204618,9.69510036943784
ENSG00000074047,9.67539899088099
ENSG00000146054,9.63237137010213
ENSG00000198373,9.616804197532
ENSG00000167771,9.61306074753256
ENSG00000165661,9.60756168261404
ENSG00000186583,9.60401376640508
ENSG00000263155,9.5102691330972
ENSG00000115705,9.44968833163378
ENSG00000103591,9.44120863165605
ENSG00000143761,9.41978212132467
ENSG00000236957,9.38890221463429
ENSG00000181541,9.37115636904365
ENSG00000234235,9.36976137026661
ENSG00000148187,9.33696322245232
ENSG00000080189,9.30483001652854
ENSG00000230641,9.30483001652854
ENSG00000268388,9.30483001652854
ENSG00000101247,9.30483001652854
ENSG00000245532,9.29421411503943
ENSG00000166689,9.28823465334251
ENSG00000228750,9.22333871136537
ENSG00000179335,9.20811658065018
ENSG00000126226,9.18331820892436
ENSG00000183741,9.18249444342287
ENSG00000174015,9.16542832075431
ENSG00000133401,9.15824532196755
ENSG00000175874,9.146303157475
ENSG00000172016,9.1435208058071
ENSG00000125740,9.13251452987242
ENSG00000254369,9.11046433897949
ENSG00000278540,9.11046433897949
ENSG00000128242,9.07322175692283
ENSG00000155760,9.06156198364567
ENSG00000148154,9.05668554246631
ENSG00000163125,9.03040773485152
ENSG00000259738,9.03040773485152
ENSG00000128923,9.03040773485152
ENSG00000166164,9.02885740273575
ENSG00000159314,9.02885740273575
ENSG00000130640,9.02874284679937
ENSG00000256197,9.02736993042003
ENSG00000174572,9.02497580677687
ENSG00000068305,9.01381748876476
ENSG00000235770,9.00870210994929
ENSG00000149743,8.99527526536409
ENSG00000122224,8.9788638910567
ENSG00000233613,8.97206042601236
ENSG00000176979,8.91718233448456
ENSG00000232533,8.90254849009906
ENSG00000166984,8.89202417587507
ENSG00000161526,8.89202417587507
ENSG00000270002,8.88297052574914
ENSG00000162426,8.86846331489133
ENSG00000005981,8.86675892505083
ENSG00000204103,8.86560299170684
ENSG00000102935,8.82214269542782
ENSG00000119771,8.82214269542782
ENSG00000186832,8.82214269542782
ENSG00000104722,8.82214269542782
ENSG00000251123,8.788002135808
ENSG00000174804,8.788002135808
ENSG00000261371,8.76242323224616
ENSG00000151247,8.74448739573931
ENSG00000108469,8.73924660843593
ENSG00000227218,8.73134518138174
ENSG00000140859,8.71035713975268
ENSG00000151655,8.71035713975268
ENSG00000161021,8.71035713975268
ENSG00000004455,8.68447308112177
ENSG00000132286,8.64959139649078
ENSG00000135241,8.6485141452892
ENSG00000074657,8.64393043862488
ENSG00000266290,8.62785294511294
ENSG00000214711,8.61283475312961
ENSG00000255270,8.58072344629927
ENSG00000182963,8.5630708612903
ENSG00000103546,8.49664382138695
ENSG00000214279,8.39914745350786
ENSG00000172315,8.3880573636536
ENSG00000262712,8.37924263950278
ENSG00000180357,8.37924263950278
ENSG00000168356,8.37924263950278
ENSG00000140279,8.36553753170129
ENSG00000123352,8.36553753170129
ENSG00000280537,8.34819186198498
ENSG00000164451,8.31618626959322
ENSG00000139714,8.30792751126822
ENSG00000243955,8.30394968502066
ENSG00000279233,8.27464157859442
ENSG00000081760,8.27464157859442
ENSG00000132334,8.2624924381163
ENSG00000176566,8.26241510903525
ENSG00000167653,8.25975894585538
ENSG00000159871,8.25124203571911
ENSG00000134030,8.242467250192
ENSG00000167680,8.21507878588317
ENSG00000157077,8.19725200238557
ENSG00000224413,8.18678892146268
ENSG00000157216,8.18056747274945
ENSG00000178209,8.17959805561312
ENSG00000008196,8.17522911918981
ENSG00000136504,8.16309817867234
ENSG00000120693,8.16309817867234
ENSG00000119801,8.15421547782437
ENSG00000160345,8.15023416165317
ENSG00000234210,8.14917580144575
ENSG00000229589,8.14917580144575
ENSG00000204314,8.08017975025206
ENSG00000143612,8.07842562717431
ENSG00000127022,8.07624377412866
ENSG00000135480,8.0660428327493
ENSG00000172772,8.06306781249884
ENSG00000189362,8.02785392440274
ENSG00000261471,8.0257411569113
ENSG00000179909,8.01029697974994
ENSG00000140564,8.0015270853851
ENSG00000171608,7.98055828196024
ENSG00000276570,7.97981012486915
ENSG00000105063,7.97981012486915
ENSG00000180089,7.97981012486915
ENSG00000127946,7.97981012486915
ENSG00000112246,7.97495425665074
ENSG00000204694,7.96906832315322
ENSG00000227630,7.96027885112025
ENSG00000280314,7.95400234468463
ENSG00000198719,7.94972527663915
ENSG00000143815,7.94780680041725
ENSG00000105767,7.94612900555489
ENSG00000166192,7.94612900555489
ENSG00000168118,7.92548302438913
ENSG00000097007,7.92295091193379
ENSG00000247699,7.89326514190689
ENSG00000103241,7.8785019836983
ENSG00000085063,7.8785019836983
ENSG00000066032,7.87193251985164
ENSG00000187531,7.86391036693111
ENSG00000170921,7.8586931903766
ENSG00000068001,7.85821520493323
ENSG00000114670,7.85821520493323
ENSG00000171786,7.85821520493323
ENSG00000113272,7.85686666433688
ENSG00000130733,7.83378281658625
ENSG00000109047,7.80965288709731
ENSG00000007237,7.80965288709731
ENSG00000108651,7.79785738259633
ENSG00000088881,7.78584394361764
ENSG00000121753,7.78584394361764
ENSG00000204305,7.78494543340361
ENSG00000273333,7.78494543340361
ENSG00000204304,7.78494543340361
ENSG00000204642,7.78090259160325
ENSG00000204580,7.77085632058606
ENSG00000116478,7.76790608860259
ENSG00000182473,7.74745263810544
ENSG00000184478,7.73866775517843
ENSG00000109771,7.73866775517843
ENSG00000080546,7.717260653934
ENSG00000248896,7.70933572723868
ENSG00000007216,7.70937994258287
ENSG00000119729,7.70461918076567
ENSG00000252595,7.67577019053095
ENSG00000215203,7.67577019053095
ENSG00000204310,7.66230984740606
ENSG00000164828,7.66230984740606
ENSG00000196099,7.65425666378674
ENSG00000253123,7.65414674019117
ENSG00000164916,7.6539618858903
ENSG00000133958,7.64326275875345
ENSG00000105287,7.61714671475999
ENSG00000167522,7.61619078478651
ENSG00000105662,7.61619078478651
ENSG00000167658,7.61619078478651
ENSG00000172324,7.5848737858136
ENSG00000111186,7.58132031600841
ENSG00000258986,7.5528549954322
ENSG00000226592,7.53029965883877
ENSG00000184254,7.51664962319293
ENSG00000101425,7.51653353145306
ENSG00000132670,7.51522095560786
ENSG00000250056,7.51258484479108
ENSG00000076944,7.51102356579317
ENSG00000204619,7.50660214747897
ENSG00000159873,7.50059910721055
ENSG00000174748,7.50059910721055
ENSG00000180644,7.48783335579575
ENSG00000258285,7.48360219996478
ENSG00000114353,7.48360219996478
ENSG00000227141,7.47515430073427
ENSG00000078549,7.47085846424738
ENSG00000163132,7.46152607747754
ENSG00000133477,7.4559419932736
ENSG00000213719,7.4559419932736
ENSG00000213722,7.4559419932736
ENSG00000198400,7.45567610121436
ENSG00000187244,7.40715122321429
ENSG00000140948,7.39398769709445
ENSG00000128731,7.39354772526887
ENSG00000109794,7.38674553418095
ENSG00000077232,7.38504710948601
ENSG00000248643,7.38191025148679
ENSG00000173933,7.38191025148679
ENSG00000170653,7.36808708729115
ENSG00000236822,7.36775768019946
ENSG00000200478,7.35876098339329
ENSG00000234616,7.3430472105745
ENSG00000104695,7.34164384949336
ENSG00000101405,7.3396446893591
ENSG00000178802,7.33929022764005
ENSG00000109189,7.33416349756102
ENSG00000133678,7.33416349756102
ENSG00000100012,7.32936804739686
ENSG00000122406,7.328948944665
ENSG00000179796,7.32234239807242
ENSG00000149201,7.320435119857
ENSG00000205250,7.31060803893208
ENSG00000197415,7.31053849290449
ENSG00000174004,7.28589482247301
ENSG00000172059,7.28316213331726
ENSG00000127903,7.28316213331726
ENSG00000149476,7.27840773192824
ENSG00000183092,7.25576265314409
ENSG00000205791,7.24720726101246
ENSG00000130940,7.24652786587157
ENSG00000269821,7.24652786587157
ENSG00000116729,7.24652786587157
ENSG00000280162,7.22138597413333
ENSG00000104894,7.21190902937579
ENSG00000232354,7.21190902937579
ENSG00000242110,7.20450328498614
ENSG00000164175,7.20450328498614
ENSG00000149564,7.18295477867336
ENSG00000197461,7.18265275518381
ENSG00000170374,7.17074054315558
ENSG00000237675,7.16741852284039
ENSG00000109689,7.15580259003721
ENSG00000198033,7.13637117609759
ENSG00000183495,7.13637117609759
ENSG00000121797,7.1318537767206
ENSG00000167346,7.1115996344127
ENSG00000130758,7.11044009193362
ENSG00000124596,7.10714258332243
ENSG00000141905,7.1061385718009
ENSG00000267755,7.10407154826481
ENSG00000196167,7.10407154826481
ENSG00000142798,7.10407154826481
ENSG00000167985,7.10185799061923
ENSG00000256591,7.10185799061923
ENSG00000180104,7.07874131560502
ENSG00000101180,7.07485107311361
ENSG00000100557,7.0620660063207
ENSG00000141570,7.05976258917755
ENSG00000169871,7.04639912857343
